line,name,slug,type,loot_type,rarity,current_price,current_gp,adjusted_price,adjusted_gp,delta_gp,rule,source_id
1056,Daylight,daylight,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.BP3GCwa66IAw1yTG
1358,Death Cap,death-cap,consumable,loot.potion,uncommon,10 gp,10,40 pp,400,390,magic_consumable_safe_default,Compendium.world.terranor.terranor-c1-items-pack.Item.nI6reOJv4hRSpFWy
1154,Death Ward,death-ward,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.VtCXMdyM6mAdIJZb
786,Decanter of Endless Water,decanter-of-endless-water,consumable,loot.consumable,uncommon,135000 gp,135000,40 pp,400,-134600,magic_consumable_safe_default,Compendium.dnd5e.items.Item.qXcUKfCVxEvV3VU8
461,Deck of Illusions,deck-of-illusions,consumable,loot.potion,uncommon,6120 gp,6120,40 pp,400,-5720,magic_consumable_safe_default,Compendium.dnd5e.items.Item.Wk7EOYoY3b2tgGoS
756,Deck of Many Things,deck-of-many-things,consumable,loot.potion,legendary,6120 gp,6120,5000 pp,50000,43880,magic_consumable_safe_default,Compendium.dnd5e.items.Item.oSarKEU8x1AupB6z
296,Deer Hide,new-item,loot,loot.loot,common,2 gp,2,2 gp,2,0,mundane_keep_current,Compendium.party-operations.party-operations-loot-manifest.Item.KTvBW6HNAMAoqEN7
740,Defender Greatsword,defender-greatsword,weapon,loot.weapon.magic,legendary,24000 gp,24000,7500 pp,75000,51000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.nSNhjX5F7f86AW1a
852,Defender Longsword,defender-longsword,weapon,loot.weapon.magic,legendary,24000 gp,24000,7500 pp,75000,51000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.ukcKemEoTTRB9yLC
498,Defender Rapier,defender-rapier,weapon,loot.weapon.magic,legendary,24000 gp,24000,7500 pp,75000,51000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.YrkkHa6KN8a9o35k
272,Defender Scimitar,defender-scimitar,weapon,loot.weapon.magic,legendary,24000 gp,24000,7500 pp,75000,51000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.Ilyv71AeobM6AvIn
559,Defender Shortsword,defender-shortsword,weapon,loot.weapon.magic,legendary,24000 gp,24000,7500 pp,75000,51000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.d58CvI0Fiav9Jjt1
1053,Delayed Blast Fireball,delayed-blast-fireball,spell,loot.spell,very-rare,25000 gp,25000,2500 pp,25000,0,spell_level_standard,Compendium.dnd5e.spells.Item.AoTTjapz1FsGOIZz
1289,Demiplane,demiplane,spell,loot.spell,very-rare,50000 gp,50000,5000 pp,50000,0,spell_level_standard,Compendium.dnd5e.spells.Item.xNM9CzQQr2CieM4B
601,Demon Armor,demon-armor,equipment,loot.armor.magic,very-rare,8000 gp,8000,2000 pp,20000,12000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.ejEt6hLQxOux04lS
1117,Detect Evil and Good,detect-evil-and-good,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.Mzh95utKDPIrjiH8
1228,Detect Magic,detect-magic,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.ghXTfe7sgCbgf1Q8
998,Detect Poison and Disease,detect-poison-and-disease,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.2skfDtglk1mGrb3l
1267,Detect Thoughts,detect-thoughts,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.ppWAAEul0QHtm4er
628,Diamond,diamond,loot,loot.loot,uncommon,150 gp,150,10 pp,100,-50,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.gPgYqUIq0YUhe7LT
310,Diamond Dust,diamond-dust,loot,loot.loot,uncommon,25 gp,25,1 pp,10,-15,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.LYcHJwhYTMqS3im5
663,Dice Set,dice-set,tool,loot.tool,common,1 sp,0.1,1 sp,0.1,0,mundane_keep_current,Compendium.dnd5e.items.Item.iBuTM09KD9IoM5L8
1048,Dimension Door,dimension-door,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.A4RsPuSvB9wFtz1j
868,Dimensional Shackles,dimensional-shackles,consumable,loot.consumable,rare,3000 gp,3000,300 pp,3000,0,magic_consumable_safe_default,Compendium.dnd5e.items.Item.wGKykLRS8UqChNXI
947,Diplomat's Pack,diplomats-pack,container,loot.container,,39 gp,39,39 gp,39,0,mundane_keep_current,Compendium.dnd5e.items.Item.Qy2aRjl4iQ8EmaT5
266,Disguise Kit,disguise-kit,tool,loot.tool,common,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.dnd5e.items.Item.IBhDAr7WkhWPYLVn
959,Disguise Kit,disguise-kit,tool,loot.tool,,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.dnd5e.items.Item.kj5DNiBKasYWyuj6
1047,Disguise Self,disguise-self,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.A3q2gTNqG6fvNGrv
1080,Disintegrate,disintegrate,spell,loot.spell,very-rare,15000 gp,15000,1500 pp,15000,0,spell_level_standard,Compendium.dnd5e.spells.Item.HBHbOGKNVVprSlwn
1148,Dispel Evil and Good,dispel-evil-and-good,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.TkJ8Wtg1L7TZtspm
987,Dispel Magic,dispel-magic,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.15Fa6q1nH27XfbR8
1170,Divination,divination,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.XqzXSKNR75ZdYTA9
1033,Divine Favor,divine-favor,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.8MICCMeOXT3aJUy9
1144,Divine Word,divine-word,spell,loot.spell,very-rare,25000 gp,25000,2500 pp,25000,0,spell_level_standard,Compendium.dnd5e.spells.Item.T1vpZLam7LezjToj
1108,Dominate Beast,dominate-beast,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.LrPvWHBPmiMQQsKB
1212,Dominate Monster,dominate-monster,spell,loot.spell,very-rare,50000 gp,50000,5000 pp,50000,0,spell_level_standard,Compendium.dnd5e.spells.Item.eEpy1ONlXumKS1mp
1041,Dominate Person,dominate-person,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.91Sw6vOIaO7U8DvM
1374,Dragon Garnet,dragon-garnet,loot,loot.loot,,1000 gp,1000,100 pp,1000,0,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.bx5reodItf5nVWjr
831,Dragon Scale Mail,dragon-scale-mail,equipment,loot.armor.magic,very-rare,4000 gp,4000,2000 pp,20000,16000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.tIwoSAGJlcuyiwaQ
760,Dragon Slayer Greatsword,dragon-slayer-greatsword,weapon,loot.weapon.magic,rare,8000 gp,8000,300 pp,3000,-5000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.orHjq3XDPz4eXcov
401,Dragon Slayer Longsword,dragon-slayer-longsword,weapon,loot.weapon.magic,rare,8000 gp,8000,300 pp,3000,-5000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.SXjs8JghAPBv7d6j
397,Dragon Slayer Rapier,dragon-slayer-rapier,weapon,loot.weapon.magic,rare,8000 gp,8000,300 pp,3000,-5000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.S7TrIOlE600KIOUx
618,Dragon Slayer Scimitar,dragon-slayer-scimitar,weapon,loot.weapon.magic,rare,8000 gp,8000,300 pp,3000,-5000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.feKHv3JUWZdSNKf0
324,Dragon Slayer Shortsword,dragon-slayer-shortsword,weapon,loot.weapon.magic,rare,8000 gp,8000,300 pp,3000,-5000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.MFd96UkSs5g9QO78
1243,Dream,dream,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.kSPRpeIx3w3nihrF
1139,Druidcraft,druidcraft,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.SbSvZKkJASyk8jKo
90,Drum,drum,tool,loot.tool,common,6 gp,6,6 gp,6,0,mundane_keep_current,Compendium.dnd5e.items.Item.69Dpr25pf4BjkHKb
1328,Drum of Elemental Fusion,drum-of-elemental-fusion,consumable,loot.consumable,rare,8000 gp,8000,300 pp,3000,-5000,magic_consumable_safe_default,Compendium.world.terranor.terranor-c1-items-pack.Item.4VAxbCgEezGyrUFs
349,Dulcimer,dulcimer,tool,loot.tool,common,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.dnd5e.items.Item.NtdDkjmpdIMiX7I2
951,Dungeoneer's Pack,dungeoneers-pack,container,loot.container,,12 gp,12,12 gp,12,0,mundane_keep_current,Compendium.dnd5e.items.Item.XY8b594Dn7plACLL
549,Dust of Disappearance,dust-of-disappearance,consumable,loot.consumable,uncommon,300 gp,300,40 pp,400,100,magic_consumable_safe_default,Compendium.dnd5e.items.Item.cGUPm15mLfhGDz2b
590,Dust of Dryness,dust-of-dryness,consumable,loot.consumable,,1200 gp,1200,120 pp,1200,0,mundane_keep_current,Compendium.dnd5e.items.Item.eMR6B4bIoJPUDJG8
140,Dust of Sneezing and Choking,dust-of-sneezing-and-choking,consumable,loot.consumable,uncommon,480 gp,480,40 pp,400,-80,magic_consumable_safe_default,Compendium.dnd5e.items.Item.9eyZY9tL3fXD1Mbm
360,Dwarven Plate,dwarven-plate,equipment,loot.armor.magic,very-rare,9000 gp,9000,2000 pp,20000,11000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.OwqRt1pVLhdMQa0d
700,Dwarven Thrower,dwarven-thrower,weapon,loot.weapon.magic,very-rare,18000 gp,18000,2000 pp,20000,2000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.kvD4ElYCfCKpjDeg
1345,Eagles Fern,eagles-fern,consumable,loot.potion,common,50 gp,50,5 pp,50,0,mundane_keep_current,Compendium.world.terranor.terranor-c1-items-pack.Item.PubrFxRC2UE5Ynhs
1288,Earthquake,earthquake,spell,loot.spell,very-rare,50000 gp,50000,5000 pp,50000,0,spell_level_standard,Compendium.dnd5e.spells.Item.x5JNBSyIBBZsjcGT
1425,Ebony Harvest Idol,ebony-harvest-idol,loot,loot.loot,,2500 gp,2500,250 pp,2500,0,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt24Ebny2Za8Qb5
325,Efficient Quiver,efficient-quiver,container,loot.container,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.MLNzQUsVUi0PEV3i
326,Efficient Quiver,efficient-quiver,container,loot.container,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.MLNzQUsVUi0PEV3i
617,Efreeti Bottle,efreeti-bottle,consumable,loot.consumable,very-rare,40000 gp,40000,2000 pp,20000,-20000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.fbcQsOgWCjhEAGY7
1177,Eldritch Blast,eldritch-blast,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.Z9p1vezIn95jw1Yw
906,Elemental Gem of Air,elemental-gem-of-air,consumable,loot.consumable,uncommon,960 gp,960,100 pp,1000,40,gem_tier_snap,Compendium.dnd5e.items.Item.zDJ4oEt5HArN1xmP
267,Elemental Gem of Earth,elemental-gem-of-earth,consumable,loot.consumable,uncommon,960 gp,960,100 pp,1000,40,gem_tier_snap,Compendium.dnd5e.items.Item.IGwDN9gtYxCrlrCr
575,Elemental Gem of Fire,elemental-gem-of-fire,consumable,loot.consumable,uncommon,960 gp,960,100 pp,1000,40,gem_tier_snap,Compendium.dnd5e.items.Item.dsjke4vPPsc9gsxH
249,Elemental Gem of Water,elemental-gem-of-water,consumable,loot.consumable,uncommon,960 gp,960,100 pp,1000,40,gem_tier_snap,Compendium.dnd5e.items.Item.HLEhnzLbpRbYdAHo
85,Elven Chain,elven-chain,equipment,loot.armor.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.6067acDZGv7KNOkP
1395,Ember Spinel,ember-spinel,loot,loot.loot,,500 gp,500,50 pp,500,0,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.UknNCLG0V2shkXTI
712,Emblem,emblem,equipment,loot.equipment,common,5 gp,5,5 gp,5,0,mundane_keep_current,Compendium.dnd5e.items.Item.laVqttkGMW4B9654
1413,Embroidered Processional Banner,embroidered-processional-banner,loot,loot.loot,,150 gp,150,25 pp,250,100,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt12Bann0No6Dp3
38,Emerald,emerald,loot,loot.loot,,500 gp,500,50 pp,500,0,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.2q1Cvb7GDga4dq13
1389,Enamel Coronation Plaque,enamel-coronation-plaque,loot,loot.loot,,1000 gp,1000,75 pp,750,-250,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.UtcwXlQLcn4Hy3TL
1429,Enamel Victory Plaque,enamel-victory-plaque,loot,loot.loot,,4500 gp,4500,250 pp,2500,-2000,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt28Plaq6De2Uf9
1043,Enhance Ability,enhance-ability,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.9eOZDBImVKxbeOyZ
1159,Enlarge/Reduce,enlarge-reduce,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.WahI41a3goVUg0x1
1225,Entangle,entangle,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.gMrWeG8fMDPRFiVe
921,Entertainer's Pack,entertainers-pack,container,loot.container,,40 gp,40,4 pp,40,0,mundane_keep_current,Compendium.dnd5e.items.Item.6OYR11aJX2dEVtOj
1000,Enthrall,enthrall,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.30ZgXtijJVCxQk5N
1403,Etched Ceremonial Chalice,etched-ceremonial-chalice,loot,loot.loot,,100 gp,100,25 gp,25,-75,art_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.aRt02Gblt1Vw6Sy3
1127,Etherealness,etherealness,spell,loot.spell,very-rare,25000 gp,25000,2500 pp,25000,0,spell_level_standard,Compendium.dnd5e.spells.Item.PQuEgKyCdovOvhqN
1337,Ever Frost Berries,ever-frost-berries,consumable,loot.potion,common,25 gp,25,25 gp,25,0,mundane_keep_current,Compendium.world.terranor.terranor-c1-items-pack.Item.E9vmA9N7LYJ2xYPs
175,Eversmoking Bottle,eversmoking-bottle,consumable,loot.consumable,uncommon,1000 gp,1000,40 pp,400,-600,magic_consumable_safe_default,Compendium.dnd5e.items.Item.CvzjhUy9ekRieR1A
67,Exotic Saddle,exotic-saddle,equipment,loot.equipment,,60 gp,60,6 pp,60,0,mundane_keep_current,Compendium.dnd5e.items.Item.4932CLHvjZYxOm4g
1300,Expeditious Retreat,expeditious-retreat,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.zPGohqJRir6MyQ3U
925,Explorer's Pack,explorers-pack,container,loot.container,,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.items.Item.8KWz5DJbWUpNWniP
1179,Eyebite,eyebite,spell,loot.spell,very-rare,15000 gp,15000,1500 pp,15000,0,spell_level_standard,Compendium.dnd5e.spells.Item.ZRqu3Xh9FmlBCZGy
128,Eyes of Charming,eyes-of-charming,equipment,loot.equipment.magic,uncommon,3000 gp,3000,40 pp,400,-2600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.8dfhaa1g3VDjhtm3
164,Eyes of Minute Seeing,eyes-of-minute-seeing,equipment,loot.equipment.magic,uncommon,2500 gp,2500,40 pp,400,-2100,magic_permanent_safe_default,Compendium.dnd5e.items.Item.BsyPV6eTNghT3Fho
424,Eyes of the Eagle,eyes-of-the-eagle,equipment,loot.equipment.magic,uncommon,2500 gp,2500,40 pp,400,-2100,magic_permanent_safe_default,Compendium.dnd5e.items.Item.U4PI6l96QJUk6TGb
1023,Fabricate,fabricate,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.7Fw7Bf1k3xxDVr5L
487,Faded Ritual Herbs,new-item,loot,loot.loot,uncommon,25 gp,25,40 pp,400,375,magic_permanent_safe_default,Compendium.party-operations.party-operations-loot-manifest.Item.Y0RmODqf7ZmekBPM
1255,Faerie Fire,faerie-fire,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.nqBDWkVOfcGZt4YU
1347,Fairy Stool,fairy-stool,consumable,loot.potion,uncommon,50 gp,50,40 pp,400,350,magic_consumable_safe_default,Compendium.world.terranor.terranor-c1-items-pack.Item.RG9hh2PCvg9idEok
1137,Faithful Hound,faithful-hound,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.SAj03P2WBDiWu7zu
1027,False Life,false-life,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.7e3QXF10hLNDEdr6
1167,Fear,fear,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.XXUDGFELgoskdOD0
1268,Feather Fall,feather-fall,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.pub0OWVEB71XQx1n
189,Feather Token Anchor,feather-token-anchor,consumable,loot.consumable,rare,50 gp,50,300 pp,3000,2950,magic_consumable_safe_default,Compendium.dnd5e.items.Item.DnlQkH6Bpwkd5n5Y
648,Feather Token Bird,feather-token-bird,consumable,loot.consumable,rare,3000 gp,3000,300 pp,3000,0,magic_consumable_safe_default,Compendium.dnd5e.items.Item.hWqImieUaLo08l9l
581,Feather Token Fan,feather-token-fan,consumable,loot.consumable,rare,250 gp,250,300 pp,3000,2750,magic_consumable_safe_default,Compendium.dnd5e.items.Item.e98hfROZjztt7ccO
433,Feather Token Swan Boat,feather-token-swan-boat,consumable,loot.consumable,rare,3000 gp,3000,300 pp,3000,0,magic_consumable_safe_default,Compendium.dnd5e.items.Item.UgnUJhu0tW1tLt7g
345,Feather Token Tree,feather-token-tree,consumable,loot.consumable,rare,250 gp,250,300 pp,3000,2750,magic_consumable_safe_default,Compendium.dnd5e.items.Item.NjTgPn2o0M1TGk93
223,Feather Token Whip,feather-token-whip,consumable,loot.consumable,rare,250 gp,250,300 pp,3000,2750,magic_consumable_safe_default,Compendium.dnd5e.items.Item.Fgkj11diTJJ7H3JC
1234,Feeblemind,befuddlement,spell,loot.spell,very-rare,50000 gp,50000,5000 pp,50000,0,spell_level_standard,Compendium.dnd5e.spells.Item.hYCrN82dMJFuJODB
294,Feed,feed,consumable,loot.consumable,,5 cp,0.05,5 cp,0.05,0,mundane_keep_current,Compendium.dnd5e.items.Item.KJuLguMZCThrQOEx
1332,Feywild Circus Amulet,feywild-circus-amulet,equipment,loot.equipment.magic,rare,2500 gp,2500,300 pp,3000,500,magic_permanent_safe_default,Compendium.world.terranor.terranor-c1-items-pack.Item.B75DCwr1GtjLSr2u
169,Figurine of Wondrous Power (Bronze Griffon),figurine-of-wondrous-power-bronze-griffon,consumable,loot.consumable,rare,8000 gp,8000,300 pp,3000,-5000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.CI58LNiwrTpmWYMp
806,Figurine of Wondrous Power (Ebony Fly),figurine-of-wondrous-power-ebony-fly,consumable,loot.consumable,rare,6000 gp,6000,300 pp,3000,-3000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.s2kQs21J3cFg7ZSs
331,Figurine of Wondrous Power (Golden Lions),figurine-of-wondrous-power-golden-lions,consumable,loot.consumable,rare,1200 gp,1200,300 pp,3000,1800,magic_consumable_safe_default,Compendium.dnd5e.items.Item.Minr6xegwoHFvAjG
117,Figurine of Wondrous Power (Ivory Goat of Terror),figurine-of-wondrous-power-ivory-goat-of-terror,consumable,loot.consumable,rare,20000 gp,20000,300 pp,3000,-17000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.8CaODbNQtxHGuVjn
63,Figurine of Wondrous Power (Ivory Goat of Travail),figurine-of-wondrous-power-ivory-goat-of-travail,consumable,loot.consumable,rare,400 gp,400,300 pp,3000,2600,magic_consumable_safe_default,Compendium.dnd5e.items.Item.41kYCmKq0PbGVKaM
665,Figurine of Wondrous Power (Ivory Goat of Traveling),figurine-of-wondrous-power-ivory-goat-of-traveling,consumable,loot.consumable,rare,1000 gp,1000,300 pp,3000,2000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.iLt7wTWr4cJnQulJ
235,Figurine of Wondrous Power (Marble Elephant),figurine-of-wondrous-power-marble-elephant,consumable,loot.consumable,rare,6000 gp,6000,300 pp,3000,-3000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.GP2bvHlxVi30OEmo
320,Figurine of Wondrous Power (Obsidian Steed),figurine-of-wondrous-power-obsidian-steed,consumable,loot.consumable,very-rare,128000 gp,128000,2000 pp,20000,-108000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.M5qkJ7erLqWYUHa0
143,Figurine of Wondrous Power (Onyx Dog),figurine-of-wondrous-power-onyx-dog,consumable,loot.consumable,rare,3000 gp,3000,500 pp,5000,2000,gem_tier_snap,Compendium.dnd5e.items.Item.9nxSHbqlDdngtuuz
471,Figurine of Wondrous Power (Serpentine Owl),figurine-of-wondrous-power-serpentine-owl,consumable,loot.consumable,rare,8000 gp,8000,300 pp,3000,-5000,magic_consumable_safe_default,Compendium.dnd5e.items.Item.XEH5YErAN1WSytln
739,Figurine of Wondrous Power (Silver Raven),figurine-of-wondrous-power-silver-raven,consumable,loot.consumable,uncommon,5000 gp,5000,40 pp,400,-4600,magic_consumable_safe_default,Compendium.dnd5e.items.Item.nMtmxeYrbyFdv0bg
1090,Find Familiar,find-familiar,spell,loot.spell,common,50 gp,50,5 pp,50,0,spell_level_standard,Compendium.dnd5e.spells.Item.JGT5bNqu9REL7Fuz
1017,Find Steed,find-steed,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.5eh2HFbS13078Y3H
1194,Find the Path,find-the-path,spell,loot.spell,very-rare,15000 gp,15000,1500 pp,15000,0,spell_level_standard,Compendium.dnd5e.spells.Item.cYI4RNNjI5GAmLhy
1102,Find Traps,find-traps,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.KrM3oHVv13RAALrS
45,Fine Clothes,fine-clothes,equipment,loot.equipment,common,15 gp,15,15 gp,15,0,mundane_keep_current,Compendium.dnd5e.items.Item.3OXueEpvDDCVfGFA
936,Fine Clothes,fine-clothes,equipment,loot.equipment,,15 gp,15,15 gp,15,0,mundane_keep_current,Compendium.dnd5e.items.Item.FqFmdzIBUSxFKKfi
1081,Finger of Death,finger-of-death,spell,loot.spell,very-rare,25000 gp,25000,2500 pp,25000,0,spell_level_standard,Compendium.dnd5e.spells.Item.HPvZm8YJO91k6Qdg
1070,Fire Bolt,fire-bolt,spell,loot.spell,common,25 gp,25,25 gp,25,0,spell_level_standard,Compendium.dnd5e.spells.Item.EOmsUcFQJTfG2oio
1383,Fire Opal Tear,fire-opal-tear,loot,loot.loot,,250 gp,250,10 pp,100,-150,gem_tier_snap,Compendium.party-operations.party-operations-loot-manifest.Item.vY5nszZ6U14X8Vrg
1189,Fire Shield,fire-shield,spell,loot.spell,rare,2500 gp,2500,250 pp,2500,0,spell_level_standard,Compendium.dnd5e.spells.Item.avD5XUtkBPQQR97c
1088,Fire Storm,fire-storm,spell,loot.spell,very-rare,25000 gp,25000,2500 pp,25000,0,spell_level_standard,Compendium.dnd5e.spells.Item.J3uILDYS7MiOfmTJ
1301,Fireball,fireball,spell,loot.spell,uncommon,500 gp,500,50 pp,500,0,spell_level_standard,Compendium.dnd5e.spells.Item.ztgcdrWPshKRpFd0
646,Fishing Tackle,fishing-tackle,loot,loot.loot,common,1 gp,1,1 gp,1,0,mundane_keep_current,Compendium.dnd5e.items.Item.hOzuSDqmOIOx8z3Z
436,Flail,flail,weapon,loot.weapon,common,10 gp,10,1 pp,10,0,mundane_keep_current,Compendium.dnd5e.items.Item.UrH3sMdnUDckIHJ6
7,Flail +1,flail-1,weapon,loot.weapon.magic,uncommon,1000 gp,1000,40 pp,400,-600,magic_permanent_safe_default,Compendium.dnd5e.items.Item.0LVFLPmsu1b2vf8E
901,Flail +2,flail-2,weapon,loot.weapon.magic,rare,4000 gp,4000,300 pp,3000,-1000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.z0lIRURcyDYt1kLK
872,Flail +3,flail-3,weapon,loot.weapon.magic,very-rare,16000 gp,16000,2000 pp,20000,4000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.wgBKZNeRN1XsE9I7
1052,Flame Blade,flame-blade,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.Advtckpz1B733bu9
1016,Flame Strike,flame-strike,spell,loot.spell,rare,5000 gp,5000,500 pp,5000,0,spell_level_standard,Compendium.dnd5e.spells.Item.5e1xTohkzqFqbYH4
459,Flame Tongue Greatsword,flame-tongue-greatsword,weapon,loot.weapon.magic,rare,5000 gp,5000,300 pp,3000,-2000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.WWb4vAmh18sMAxfY
576,Flame Tongue Longsword,flame-tongue-longsword,weapon,loot.weapon.magic,rare,5000 gp,5000,300 pp,3000,-2000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.ducaFdrqwLZ0l3c7
173,Flame Tongue Rapier,flame-tongue-rapier,weapon,loot.weapon.magic,rare,5000 gp,5000,300 pp,3000,-2000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.CoUFHk5keIihsbYL
783,Flame Tongue Scimitar,flame-tongue-scimitar,weapon,loot.weapon.magic,rare,5000 gp,5000,300 pp,3000,-2000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.qVHCzgVvOZAtuk4N
503,Flame Tongue Shortsword,flame-tongue-shortsword,weapon,loot.weapon.magic,rare,5000 gp,5000,300 pp,3000,-2000,magic_permanent_safe_default,Compendium.dnd5e.items.Item.Z9FBwEoMi6daDGRj
1076,Flaming Sphere,flaming-sphere,spell,loot.spell,uncommon,250 gp,250,25 pp,250,0,spell_level_standard,Compendium.dnd5e.spells.Item.FjYE214HTERCRZNm
465,Flask,flask,container,loot.container,,2 cp,0.02,2 cp,0.02,0,mundane_keep_current,Compendium.dnd5e.items.Item.lHS63sC6bypENNlR
706,Flask,flask,container,loot.container,common,2 cp,0.02,2 cp,0.02,0,mundane_keep_current,Compendium.dnd5e.items.Item.lHS63sC6bypENNlR
